workbook_row_index,observed_block_code,global_year,global_county,rcw__card,rcw__bank_card,rcw__credit_card,rcw__transfers,rcw__electronic,rcw__check,rcw__autogiro,rcw__check_s_including_money_orders,rcw__total,rcw__card_1,rcw__bank_card_1,rcw__credit_card_1,rcw__gireringar,rcw__electronic_1,rcw__check_1,rcw__autogiro_1,rcw__check_s_including_money_orders_1,rcw__total_1,rcw__amount_of_atm_s,rcw__amount_of_transactions_millions,rcw__transaction_value_billions_of_kronor,rcw__payment_terminals,rcw__amount_of_terminals,rcw__amount_of_transactions_millions__dup2,rcw__service_method,rcw__service_type,rcw__service_location_id,rcw__bank,rcw__name,rcw__address,rcw__postal_number,rcw__postal_region,rcw__municipality,rcw__county_1,rcw__support,rcw__x,rcw__y,rcw__county_match,rcw__number_of_atms,rcw__number_of_transactions_withdrawals_millions,rcw__transaction_value_withdrawals_sek_billions,rcw__number_of_payment_terminals,rcw__number_of_transactions_millions,rcw__transaction_value_sek_billions,rcw__unnamed_46,rcw__unnamed_47,rcw__unnamed_48,rcw__unnamed_49,rcw__unnamed_50,rcw__unnamed_51,rcw__unnamed_52,rcw__unnamed_53,rcw__unnamed_54,rcw__card__dup2,rcw__debet_cards,rcw__credit_cards,rcw__credit_transfers,rcw__electronic__dup2,rcw__paper_based_form,rcw__direct_debet,rcw__cheques_including_bank_drafts,rcw__total__dup2,rcw__cards,rcw__debet_cards_1,rcw__credit_cards_1,rcw__credit_transfers_1,rcw__electronic_1__dup2,rcw__paper_based_form_1,rcw__direct_debet_1,rcw__cheques_including_bank_drafts_1,rcw__total_1__dup2
33,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0117,ICA Banken,ICA Kvantum Ekängen,Strängnäsvägen 11,633 62,ESKILSTUNA,Eskilstuna municipality,,No,588455.0,6582612.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
34,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,ATM,WLS-0094,Kontanten (Nokas CMS AB),Willy:s Strängnäs 2134,Solberga Handelsväg,645 47,STRÄNGNÄS,Strängnäs municipality,,No,614916.0,6579111.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
35,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-1345,ICA Banken,ICA Supermarket Cityhallen,Bondegatan 9,643 30,VINGÅKER,Vingåkers municipality,,No,550099.0,6545205.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
36,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-1232,ICA Banken,ICA Supermarket Knuten,Oppeby Centrum,611 56,NYKÖPING,Nyköpings municipality,,No,614959.0,6516045.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
37,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-U-927495,ICA Banken,ICA Nära Nyköp,Jupitervägen 21,611 60,NYKÖPING,Nyköpings municipality,,No,617893.0,6514779.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
38,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-1235,ICA Banken,ICA Supermarket Arnö,Långsättersvägen 6,611 45,NYKÖPING,Nyköpings municipality,,No,616479.0,6511706.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
39,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927383,ICA Banken,ICA Kvantum Oxelösund,Järntorget 7,613 30,OXELÖSUND,Oxelösunds municipality,,No,622034.0,6505282.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
40,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-0705,ICA Banken,ICA Nära Julitahallen,Doktorsvägen 1,643 60,JULITA,Katrineholms municipality,,No,561114.0,6557174.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
41,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0190,ICA Banken,Maxi ICA Stormarknad Eskilstuna,Karl Hovbergsgatan 32,633 54,ESKILSTUNA,Eskilstuna municipality,,No,587150.0,6584293.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
42,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927042,ICA Banken,ICA Supermarket Nyfors,Nyforsgatan 24,632 25,ESKILSTUNA,Eskilstuna municipality,,No,585446.0,6582053.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
43,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0117,ICA Banken,ICA Kvantum Ekängen,Strängnäsvägen 11,633 62,ESKILSTUNA,Eskilstuna municipality,,No,588455.0,6582612.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
44,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,ATM,WLS-0094,Kontanten (Nokas CMS AB),Willy:s Strängnäs 2134,Solberga Handelsväg,645 47,STRÄNGNÄS,Strängnäs municipality,,No,614916.0,6579111.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
45,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-1345,ICA Banken,ICA Supermarket Cityhallen,Bondegatan 9,643 30,VINGÅKER,Vingåkers municipality,,No,550099.0,6545205.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
46,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-1232,ICA Banken,ICA Supermarket Knuten,Oppeby Centrum,611 56,NYKÖPING,Nyköpings municipality,,No,614959.0,6516045.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
47,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-U-927495,ICA Banken,ICA Nära Nyköp,Jupitervägen 21,611 60,NYKÖPING,Nyköpings municipality,,No,617893.0,6514779.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
48,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-1235,ICA Banken,ICA Supermarket Arnö,Långsättersvägen 6,611 45,NYKÖPING,Nyköpings municipality,,No,616479.0,6511706.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
49,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927383,ICA Banken,ICA Kvantum Oxelösund,Järntorget 7,613 30,OXELÖSUND,Oxelösunds municipality,,No,622034.0,6505282.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
50,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-0705,ICA Banken,ICA Nära Julitahallen,Doktorsvägen 1,643 60,JULITA,Katrineholms municipality,,No,561114.0,6557174.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
51,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0190,ICA Banken,Maxi ICA Stormarknad Eskilstuna,Karl Hovbergsgatan 32,633 54,ESKILSTUNA,Eskilstuna municipality,,No,587150.0,6584293.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
52,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927042,ICA Banken,ICA Supermarket Nyfors,Nyforsgatan 24,632 25,ESKILSTUNA,Eskilstuna municipality,,No,585446.0,6582053.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
53,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0117,ICA Banken,ICA Kvantum Ekängen,Strängnäsvägen 11,633 62,ESKILSTUNA,Eskilstuna municipality,,No,588455.0,6582612.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
54,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,ATM,WLS-0094,Kontanten (Nokas CMS AB),Willy:s Strängnäs 2134,Solberga Handelsväg,645 47,STRÄNGNÄS,Strängnäs municipality,,No,614916.0,6579111.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
55,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-1345,ICA Banken,ICA Supermarket Cityhallen,Bondegatan 9,643 30,VINGÅKER,Vingåkers municipality,,No,550099.0,6545205.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
56,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-1232,ICA Banken,ICA Supermarket Knuten,Oppeby Centrum,611 56,NYKÖPING,Nyköpings municipality,,No,614959.0,6516045.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
57,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-U-927495,ICA Banken,ICA Nära Nyköp,Jupitervägen 21,611 60,NYKÖPING,Nyköpings municipality,,No,617893.0,6514779.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
58,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-1235,ICA Banken,ICA Supermarket Arnö,Långsättersvägen 6,611 45,NYKÖPING,Nyköpings municipality,,No,616479.0,6511706.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
59,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927383,ICA Banken,ICA Kvantum Oxelösund,Järntorget 7,613 30,OXELÖSUND,Oxelösunds municipality,,No,622034.0,6505282.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
60,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Over the counter at agent,ICA-B-0705,ICA Banken,ICA Nära Julitahallen,Doktorsvägen 1,643 60,JULITA,Katrineholms municipality,,No,561114.0,6557174.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
61,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0190,ICA Banken,Maxi ICA Stormarknad Eskilstuna,Karl Hovbergsgatan 32,633 54,ESKILSTUNA,Eskilstuna municipality,,No,587150.0,6584293.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
62,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927042,ICA Banken,ICA Supermarket Nyfors,Nyforsgatan 24,632 25,ESKILSTUNA,Eskilstuna municipality,,No,585446.0,6582053.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
63,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-B-0117,ICA Banken,ICA Kvantum Ekängen,Strängnäsvägen 11,633 62,ESKILSTUNA,Eskilstuna municipality,,No,588455.0,6582612.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
64,RCW,2006.0,SE122 Södermanland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,ATM,WLS-0094,Kontanten (Nokas CMS AB),Willy:s Strängnäs 2134,Solberga Handelsväg,645 47,STRÄNGNÄS,Strängnäs municipality,,No,614916.0,6579111.0,SE122 Södermanland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
